,KIC
2140,3231338
2141,3231341
2142,3231382
2143,3231414
2144,3231445
2145,3231549
2146,3231678
2147,3231750
2148,3231798
2149,3231831
2150,3231836
2151,3231874
2152,3232048
2153,3232186
2154,3232272
2155,3232323
2156,3232328
2157,3232346
2158,3232383
2159,3232416
2160,3232491
2161,3232567
2162,3232697
2163,3232835
2164,3232965
2165,3232979
2166,3232980
2167,3233022
2168,3233043
2169,3233044
2170,3233124
2171,3233140
2172,3233234
2173,3233258
2174,3233304
2175,3233437
2176,3233612
2177,3233694
2178,3233701
2179,3233725
2180,3233732
2181,3233770
2182,3233775
2183,3233794
2184,3233809
2185,3234086
2186,3234214
2187,3234225
2188,3234283
2189,3234338
2190,3234449
2191,3234477
2192,3234608
2193,3234610
2194,3234761
2195,3234793
2196,3234843
2197,3234909
2198,3235003
2199,3235048
2200,3235147
2201,3235174
2202,3235322
2203,3235468
2204,3235478
2205,3235497
2206,3235509
2207,3235603
2208,3235609
2209,3235622
2210,3235902
2211,3235924
2212,3236003
2213,3236018
2214,3236240
2215,3236705
2216,3236788
2217,3236837
2218,3236907
2219,3237396
2220,3237465
2221,3237760
2222,3237890
2223,3237992
2224,3238059
2225,3238110
2226,3238138
2227,3238288
2228,3238477
2229,3238591
2230,3238686
2231,3238689
2232,3238718
2233,3238834
2234,3238839
2235,3238975
2236,3239040
2237,3239064
2238,3239214
2239,3239219
2240,3239229
2241,3239488
2242,3239557
2243,3239671
2244,3239706
2245,3239770
2246,3239810
2247,3239857
2248,3239945
2249,3240100
2250,3240141
2251,3240158
2252,3240193
2253,3240207
2254,3240396
2255,3240507
2256,3240559
2257,3240615
2258,3240623
2259,3240706
2260,3240801
2261,3240820
2262,3240837
2263,3240870
2264,3240890
2265,3240895
2266,3240916
2267,3241041
2268,3241085
2269,3241091
2270,3241192
2271,3241226
2272,3241227
2273,3241340
2274,3241344
2275,3241399
2276,3241557
2277,3241581
2278,3241647
2279,3241714
2280,3241761
2281,3241774
2282,3241791
2283,3241816
2284,3241975
2285,3242050
2286,3242053
2287,3245054
2288,3245090
2289,3245609
2290,3245661
2291,3245969
2292,3246027
2293,3246449
2294,3246466
2295,3246479
2296,3246867
2297,3246885
2298,3246978
2299,3247095
2300,3247223
2301,3247268
2302,3247285
2303,3247576
2304,3247742
2305,3247752
2306,3247767
2307,3247769
2308,3247780
2309,3247782
2310,3247807
2311,3247882
2312,3248031
2313,3248038
2314,3248157
2315,3248210
2316,3248225
2317,3248249
2318,3248488
2319,3248551
2320,3248619
2321,3248678
2322,3248730
2323,3248856
2324,3248885
2325,3248890
2326,3248972
2327,3248995
2328,3249044
2329,3249050
2330,3249334
2331,3249426
2332,3249744
2333,3322684
2334,3322892
2335,3322951
2336,3322954
2337,3322957
2338,3323102
2339,3323108
2340,3323215
2341,3323223
2342,3323246
2343,3323277
2344,3323358
2345,3323442
2346,3323686
2347,3323887
2348,3323908
2349,3323996
2350,3324179
2351,3324225
2352,3324375
2353,3324423
2354,3324454
2355,3324744
2356,3324986
2357,3325000
2358,3325022
2359,3325188
2360,3325225
2361,3325233
2362,3325261
2363,3325344
2364,3325486
2365,3325601
2366,3325677
2367,3325896
2368,3325981
2369,3326019
2370,3326108
2371,3326189
2372,3326332
2373,3326377
2374,3326413
2375,3326462
2376,3326491
2377,3326610
2378,3326630
2379,3326833
2380,3326850
2381,3326952
2382,3327044
2383,3327046
2384,3327718
2385,3327742
2386,3327855
2387,3327993
2388,3327995
2389,3328080
2390,3328094
2391,3328134
2392,3328139
2393,3328210
2394,3328257
2395,3328386
2396,3328429
2397,3328435
2398,3328481
2399,3328603
2400,3328712
2401,3328716
2402,3328717
2403,3328817
2404,3328827
2405,3328841
2406,3329085
2407,3329187
2408,3329204
2409,3329238
2410,3329273
2411,3329305
2412,3329314
2413,3329368
2414,3329431
2415,3329581
2416,3329619
2417,3329643
2418,3329779
2419,3330082
2420,3330233
2421,3330261
2422,3330362
2423,3330365
2424,3330377
2425,3330409
2426,3330410
2427,3330480
2428,3330533
2429,3330620
2430,3330631
2431,3330643
2432,3330701
2433,3330773
2434,3331052
2435,3331221
2436,3331247
2437,3331282
2438,3331311
2439,3331515
2440,3335206
2441,3335263
2442,3335266
2443,3335305
2444,3335462
2445,3335574
2446,3335629
2447,3335719
2448,3335883
2449,3336035
2450,3336036
2451,3336146
2452,3336238
2453,3336320
2454,3336441
2455,3336483
2456,3336595
2457,3336616
2458,3336628
2459,3336651
2460,3336656
2461,3336705
2462,3336845
2463,3336983
2464,3337021
2465,3337050
2466,3337338
2467,3337379
2468,3337421
2469,3337548
2470,3337664
2471,3337674
2472,3337894
2473,3337905
2474,3338191
2475,3338281
2476,3338284
2477,3338669
2478,3338694
2479,3338702
2480,3338877
2481,3338885
2482,3338888
2483,3338951
2484,3339107
2485,3339276
2486,3339351
2487,3339459
2488,3339529
2489,3339538
2490,3339570
2491,3339597
2492,3339737
2493,3339774
2494,3339823
2495,3339825
2496,3339839
2497,3340070
2498,3340117
2499,3340122
2500,3340146
2501,3340183
2502,3340357
2503,3340374
2504,3340492
2505,3340504
2506,3340593
2507,3340641
2508,3340694
2509,3340737
2510,3340793
2511,3340825
2512,3340902
2513,3340948
2514,3341040
2515,3341099
2516,3341270
2517,3341286
2518,3341335
2519,3341340
2520,3341389
2521,3341506
2522,3341644
2523,3341705
2524,3341896
2525,3341982
2526,3341984
2527,3341998
2528,3342210
2529,3342325
2530,3342336
2531,3342430
2532,3342467
2533,3342503
2534,3342628
2535,3342636
2536,3342669
2537,3342690
2538,3342756
2539,3342759
2540,3342894
2541,3342952
2542,3343108
2543,3343185
2544,3343226
2545,3343245
2546,3343285
2547,3343342
2548,3343417
2549,3343420
2550,3343439
2551,3343502
2552,3343620
2553,3343664
2554,3343682
2555,3343967
2556,3344317
2557,3344339
2558,3344344
2559,3344364
2560,3344518
2561,3344650
2562,3344803
2563,3344810
2564,3345675
2565,3345693
2566,3345885
2567,3345928
2568,3345985
2569,3345990
2570,3346154
2571,3346199
2572,3346241
2573,3346255
2574,3346415
2575,3346430
2576,3346479
2577,3346556
2578,3346631
2579,3346799
2580,3346897
2581,3346908
2582,3346918
2583,3347046
2584,3347167
2585,3347264
2586,3347292
2587,3347383
2588,3347393
2589,3347605
2590,3347729
2591,3347769
2592,3348014
2593,3348035
2594,3348220
2595,3348277
2596,3348279
2597,3348285
2598,3348312
2599,3348473
2600,3348478
2601,3348533
2602,3348723
2603,3348804
2604,3348817
2605,3348826
2606,3348835
2607,3348847
2608,3348984
2609,3349015
2610,3351658
2611,3351682
2612,3351787
2613,3351888
2614,3351971
2615,3351987
2616,3352231
2617,3352468
2618,3352947
2619,3352999
2620,3353014
2621,3353043
2622,3353066
2623,3353079
2624,3353144
2625,3353390
2626,3353424
2627,3353480
2628,3353504
2629,3353584
2630,3353650
2631,3353724
2632,3353800
2633,3353880
2634,3354199
2635,3354459
2636,3354488
2637,3354495
2638,3354605
2639,3354663
2640,3354700
2641,3354758
2642,3354846
2643,3354855
2644,3354968
2645,3355104
2646,3355171
2647,3355317
2648,3355418
2649,3355457
2650,3355476
2651,3355480
2652,3355488
2653,3355492
2654,3355796
2655,3355907
2656,3356111
2657,3356193
2658,3356218
2659,3356435
2660,3356469
2661,3356484
2662,3356518
2663,3356592
2664,3356617
2665,3356742
2666,3356832
2667,3356936
2668,3357002
2669,3357062
2670,3357105
2671,3357193
2672,3357249
2673,3357281
2674,3424125
2675,3424335
2676,3424439
2677,3424536
2678,3424732
2679,3424747
2680,3424832
2681,3424859
2682,3425058
2683,3425147
2684,3425290
2685,3425312
2686,3425358
2687,3425365
2688,3425376
2689,3425393
2690,3425449
2691,3425587
2692,3425623
2693,3425631
2694,3425688
2695,3425720
2696,3425804
2697,3426044
2698,3426243
2699,3426422
2700,3426503
2701,3426677
2702,3426719
2703,3426813
2704,3426820
2705,3426852
2706,3426854
2707,3426947
2708,3426990
2709,3427005
2710,3427042
2711,3427118
2712,3427211
2713,3427654
2714,3427720
2715,3427772
2716,3427944
2717,3427975
2718,3428093
2719,3428127
2720,3428180
2721,3428255
2722,3428272
2723,3428300
2724,3428496
2725,3428512
2726,3428950
2727,3429185
2728,3429335
2729,3429405
2730,3429454
2731,3429573
2732,3429588
2733,3429604
2734,3429856
2735,3430067
2736,3430086
2737,3430095
2738,3430220
2739,3430287
2740,3430301
2741,3430394
2742,3430430
2743,3430730
2744,3430778
2745,3430923
2746,3430973
2747,3430981
2748,3431112
2749,3431453
2750,3431482
2751,3431530
2752,3431639
2753,3431662
2754,3432022
2755,3432084
2756,3432509
2757,3432599
2758,3432826
2759,3432913
2760,3432921
2761,3432926
2762,3432981
2763,3437284
2764,3437390
2765,3437392
2766,3437693
2767,3437730
2768,3437785
2769,3437870
2770,3438249
2771,3438412
2772,3438452
2773,3438760
2774,3438827
2775,3438919
2776,3439038
2777,3439126
2778,3439745
2779,3439965
2780,3440118
2781,3440170
2782,3440357
2783,3440423
2784,3440460
2785,3440596
2786,3440861
2787,3440978
2788,3441235
2789,3441307
2790,3441423
2791,3441504
2792,3441564
2793,3441584
2794,3441622
2795,3441770
2796,3441795
2797,3441868
2798,3441906
2799,3441962
2800,3442046
2801,3442055
2802,3442151
2803,3442237
2804,3442269
2805,3442285
2806,3442316
2807,3442390
2808,3442439
2809,3442846
2810,3442954
2811,3443012
2812,3443056
2813,3443163
2814,3443217
2815,3443351
2816,3443439
2817,3443453
2818,3443467
2819,3443788
2820,3444025
2821,3444381
2822,3444654
2823,3444665
2824,3444699
2825,3444739
2826,3444884
2827,3444953
2828,3445064
2829,3445182
2830,3445234
2831,3445237
2832,3445443
2833,3445450
2834,3445613
2835,3446150
2836,3446278
2837,3446280
2838,3446563
2839,3446639
2840,3446746
2841,3446966
2842,3447773
2843,3448046
2844,3448047
2845,3448058
2846,3448086
2847,3448167
2848,3448234
2849,3448323
2850,3448394
2851,3448456
2852,3448489
2853,3448496
2854,3448522
2855,3448650
2856,3448684
2857,3448722
2858,3448731
2859,3448998
2860,3449058
2861,3449084
2862,3449159
2863,3449261
2864,3449352
2865,3449430
2866,3449457
2867,3449498
2868,3449527
2869,3449850
2870,3449861
2871,3450000
2872,3450026
2873,3450040
2874,3452803
2875,3452854
2876,3452906
2877,3452970
2878,3453030
2879,3453183
2880,3453185
2881,3453214
2882,3453260
2883,3453338
2884,3453482
2885,3453569
2886,3453592
2887,3453662
2888,3454119
2889,3454341
2890,3454480
2891,3454540
2892,3454541
2893,3454555
2894,3454703
2895,3454742
2896,3455147
2897,3455345
2898,3455361
2899,3455493
2900,3455638
2901,3455787
2902,3456068
2903,3456136
2904,3456175
2905,3456516
2906,3456577
2907,3456628
2908,3456709
2909,3456827
2910,3456930
2911,3456988
2912,3457000
2913,3457013
2914,3457127
2915,3457135
2916,3457291
2917,3457317
2918,3457493
2919,3457539
2920,3457542
2921,3457683
2922,3457746
2923,3457786
2924,3457787
2925,3458044
2926,3458079
2927,3458161
2928,3458188
2929,3458200
2930,3458251
2931,3458416
2932,3458489
2933,3458575
2934,3458694
2935,3459015
2936,3459060
2937,3459068
2938,3459079
2939,3459135
2940,3459311
2941,3459624
2942,3459646
2943,3459661
2944,3459709
2945,3459862
2946,3459917
2947,3525466
2948,3525504
2949,3525667
2950,3525669
2951,3525755
2952,3525786
2953,3525820
2954,3525887
2955,3525933
2956,3525940
2957,3525946
2958,3526127
2959,3526249
2960,3526312
2961,3526337
2962,3526465
2963,3526472
2964,3526555
2965,3526618
2966,3526685
2967,3526705
2968,3526813
2969,3526826
2970,3527022
2971,3527214
2972,3527257
2973,3527281
2974,3527325
2975,3527398
2976,3527510
2977,3527529
2978,3527577
2979,3527707
2980,3527709
2981,3527829
2982,3527979
2983,3528036
2984,3528298
2985,3528362
2986,3528402
2987,3528520
2988,3528574
2989,3528680
2990,3528684
2991,3528802
2992,3528834
2993,3528839
2994,3528848
2995,3528871
2996,3528986
2997,3528996
2998,3529021
2999,3529024
3000,3529056
3001,3529202
3002,3529267
3003,3529563
3004,3529769
3005,3530244
3006,3530245
3007,3530274
3008,3530287
3009,3530387
3010,3530397
3011,3530398
3012,3530481
3013,3530573
3014,3530596
3015,3530640
3016,3530659
3017,3530780
3018,3530893
3019,3531224
3020,3531231
3021,3531462
3022,3531509
3023,3531734
3024,3531899
3025,3532032
3026,3532049
3027,3532062
3028,3532101
3029,3532233
3030,3532347
3031,3532555
3032,3532729
3033,3532911
3034,3533220
3035,3533270
3036,3533398
3037,3533469
3038,3533483
3039,3533534
3040,3533637
3041,3533706
3042,3533758
3043,3533967
3044,3534076
3045,3534117
3046,3534131
3047,3534154
3048,3534276
3049,3534605
3050,3534622
3051,3534897
3052,3539331
3053,3539360
3054,3539475
3055,3539510
3056,3539632
3057,3539670
3058,3539802
3059,3539954
3060,3540012
3061,3540017
3062,3540076
3063,3540153
3064,3540193
3065,3540204
3066,3540288
3067,3540330
3068,3540370
3069,3540387
3070,3540709
3071,3540727
3072,3540789
3073,3540822
3074,3540914
3075,3541058
3076,3541101
3077,3541167
3078,3541185
3079,3541229
3080,3541306
3081,3541346
3082,3541431
3083,3541550
3084,3541607
3085,3541628
3086,3541805
3087,3541894
3088,3541946
3089,3542050
3090,3542165
3091,3542318
3092,3542417
3093,3542542
3094,3542575
3095,3542655
3096,3542684
3097,3542928
3098,3542951
3099,3543118
3100,3543178
3101,3543181
3102,3543198
3103,3543211
3104,3543331
3105,3543356
3106,3543368
3107,3543374
3108,3543416
3109,3543511
3110,3543690
3111,3543909
3112,3544054
3113,3544256
3114,3544323
3115,3544416
3116,3544418
3117,3544595
3118,3544611
3119,3544635
3120,3544640
3121,3544641
3122,3544689
3123,3544774
3124,3544785
3125,3544826
3126,3544834
3127,3544900
3128,3544925
3129,3544959
3130,3544968
3131,3544989
3132,3545002
3133,3545004
3134,3545038
3135,3545101
3136,3545135
3137,3545240
3138,3545251
3139,3545380
3140,3545443
3141,3545519
3142,3545589
3143,3545592
3144,3545593
3145,3545603
3146,3545694
3147,3545703
3148,3545729
3149,3545749
3150,3545832
3151,3546060
3152,3546159
3153,3546318
3154,3546418
3155,3546419
3156,3546455
3157,3546464
3158,3546479
3159,3546540
3160,3546631
3161,3546722
3162,3546753
3163,3546821
3164,3546978
3165,3547066
3166,3547223
3167,3547244
3168,3547303
3169,3547312
3170,3547593
3171,3547599
3172,3547685
3173,3547760
3174,3547921
3175,3547929
3176,3548025
3177,3548062
3178,3548078
3179,3548321
3180,3548410
3181,3548757
3182,3548789
3183,3549462
3184,3549555
3185,3549680
3186,3549707
3187,3550041
3188,3550084
3189,3550149
3190,3550151
3191,3550155
3192,3550158
3193,3550337
3194,3550434
3195,3550478
3196,3550560
3197,3550704
3198,3550716
3199,3553456
3200,3553515
3201,3553596
3202,3553658
3203,3553714
3204,3553852
3205,3553858
3206,3553900
3207,3554006
3208,3554031
3209,3554050
3210,3554099
3211,3554103
3212,3554114
3213,3554193
3214,3554353
3215,3554386
3216,3554390
3217,3554473
3218,3554600
3219,3554712
3220,3555094
3221,3555261
3222,3555275
3223,3555590
3224,3555678
3225,3555687
3226,3555898
3227,3556119
3228,3556349
3229,3556396
3230,3556438
3231,3556520
3232,3556541
3233,3556587
3234,3556742
3235,3556810
3236,3556864
3237,3556871
3238,3556885
3239,3556971
3240,3557030
3241,3557108
3242,3557114
3243,3557209
3244,3557241
3245,3557283
3246,3557305
3247,3557341
3248,3557688
3249,3557780
3250,3557979
3251,3557995
3252,3558084
3253,3558287
3254,3558289
3255,3558302
3256,3558318
3257,3558383
3258,3558405
3259,3558427
3260,3558452
3261,3558510
3262,3558609
3263,3558637
3264,3558685
3265,3558958
3266,3558981
3267,3559163
3268,3559301
3269,3559382
3270,3559411
3271,3559659
3272,3559694
3273,3559721
3274,3559731
3275,3559754
3276,3559782
3277,3559935
3278,3560009
3279,3560223
3280,3560279
3281,3560343
3282,3560370
3283,3560479
3284,3560504
3285,3560557
3286,3560803
3287,3560871
3288,3561179
3289,3561565
3290,3561692
3291,3561719
3292,3561760
3293,3562157
3294,3626062
3295,3626162
3296,3626285
3297,3626339
3298,3626371
3299,3626372
3300,3626597
3301,3626825
3302,3626881
3303,3626889
3304,3626902
3305,3626980
3306,3627030
3307,3627035
3308,3627038
3309,3627256
3310,3627259
3311,3627277
3312,3627342
3313,3627428
3314,3627555
3315,3627577
3316,3627579
3317,3627580
3318,3627629
3319,3627731
3320,3627821
3321,3627829
3322,3627866
3323,3627867
3324,3628002
3325,3628076
3326,3628221
3327,3628324
3328,3628371
3329,3628563
3330,3628598
3331,3628718
3332,3628745
3333,3628785
3334,3628811
3335,3628812
3336,3628866
3337,3628867
3338,3628915
3339,3628956
3340,3629100
3341,3629119
3342,3629168
3343,3629225
3344,3629371
3345,3629430
3346,3629796
3347,3629891
3348,3630029
3349,3630046
3350,3630182
3351,3630188
3352,3630259
3353,3630345
3354,3630367
3355,3630998
3356,3631421
3357,3631496
3358,3631688
3359,3631700
3360,3631755
3361,3631898
3362,3631993
3363,3632034
3364,3632054
3365,3632145
3366,3632250
3367,3632310
3368,3632352
3369,3632386
3370,3632637
3371,3633202
3372,3633233
3373,3633364
3374,3633375
3375,3633395
3376,3633653
3377,3633681
3378,3633695
3379,3633735
3380,3633900
3381,3634545
3382,3634605
3383,3634609
3384,3634622
3385,3634742
3386,3634763
3387,3634764
3388,3634812
3389,3634974
3390,3634987
3391,3635031
3392,3635074
3393,3635134
3394,3635283
3395,3635316
3396,3635669
3397,3640606
3398,3640661
3399,3640705
3400,3640798
3401,3640974
3402,3641031
3403,3641130
3404,3641311
3405,3641452
3406,3641492
3407,3641549
3408,3641707
3409,3641720
3410,3641726
3411,3641858
3412,3642055
3413,3642100
3414,3642207
3415,3642324
3416,3642416
3417,3642449
3418,3642469
3419,3642514
3420,3642639
3421,3642653
3422,3642661
3423,3642676
3424,3642808
3425,3643036
3426,3643155
3427,3643390
3428,3643466
3429,3643489
3430,3643810
3431,3643949
3432,3643992
3433,3644369
3434,3644567
3435,3644649
3436,3644715
3437,3644734
3438,3644761
3439,3644849
3440,3644869
3441,3644884
3442,3645077
3443,3645152
3444,3645171
3445,3645188
3446,3645224
3447,3645335
3448,3645438
3449,3645446
3450,3645519
3451,3645649
3452,3645656
3453,3645809
3454,3645924
3455,3645950
3456,3646055
3457,3646069
3458,3646421
3459,3646499
3460,3646515
3461,3646564
3462,3646668
3463,3646779
3464,3646781
3465,3646792
3466,3646835
3467,3646848
3468,3646914
3469,3646960
3470,3647097
3471,3647103
3472,3647136
3473,3647402
3474,3647419
3475,3647420
3476,3647505
3477,3647684
3478,3647773
3479,3647781
3480,3647803
3481,3647812
3482,3647967
3483,3647991
3484,3648000
3485,3648070
3486,3648209
3487,3648212
3488,3648249
3489,3648289
3490,3648331
3491,3648437
3492,3648529
3493,3648600
3494,3648607
3495,3648665
3496,3648699
3497,3648701
3498,3648712
3499,3648735
3500,3648810
3501,3648908
3502,3648913
3503,3648963
3504,3648967
3505,3648974
3506,3649019
3507,3649046
3508,3649098
3509,3649256
3510,3649308
3511,3649394
3512,3649517
3513,3649518
3514,3649611
3515,3649787
3516,3649886
3517,3650030
3518,3650172
3519,3650289
3520,3651171
3521,3653867
3522,3653880
3523,3653897
3524,3654034
3525,3654095
3526,3654414
3527,3654465
3528,3654481
3529,3654565
3530,3654642
3531,3654719
3532,3654893
3533,3655170
3534,3655216
3535,3655244
3536,3655336
3537,3655587
3538,3655665
3539,3655700
3540,3655797
3541,3656112
3542,3656121
3543,3656181
3544,3656253
3545,3656267
3546,3656293
3547,3656335
